work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Engineer,Data Engineering,USD,163152,163152.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,108768,108768.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,370000,370000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,245000,245000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,285000,285000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,193900,193900.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,240000,240000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,163200,163200.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,222000,222000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,166500,166500.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000,240000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,163200,163200.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,345000,345000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,234700,234700.0,United States,Senior,Full-time,In-person,United States,M
2023,AI Scientist,Machine Learning and AI,USD,100000,100000.0,Turkey,Senior,Full-time,Remote,United States,S
2023,Finance Data Analyst,Data Analysis,USD,40000,40000.0,Nigeria,Entry-level,Full-time,In-person,Nigeria,S
2023,Machine Learning Engineer,Machine Learning and AI,USD,226600,226600.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140100,140100.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,241000,241000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,155000,155000.0,United States,Senior,Full-time,In-person,United States,M
2023,Software Data Engineer,Data Engineering,USD,210000,210000.0,United States,Senior,Full-time,Remote,United States,L
2023,Machine Learning Research Engineer,Data Science and Research,USD,90000,90000.0,Saudi Arabia,Mid-level,Full-time,Remote,Saudi Arabia,M
2023,Data Analyst,Data Analysis,EUR,55000,59382.0,Germany,Mid-level,Full-time,Hybrid,Germany,L
2023,Analytics Engineer,Leadership and Management,USD,90000,90000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,84000,84000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,221300,221300.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,147500,147500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,204500,204500.0,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000.0,United States,Executive,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,186600,186600.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,119800,119800.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,192000,192000.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,151000,151000.0,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,169000,169000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,204500,204500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,142200,142200.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,250000,250000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,170000,170000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,221300,221300.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,147500,147500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,189750,189750.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,131100,131100.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,299500,299500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,245100,245100.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128000,128000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81500,81500.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,80000,80000.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,52500,52500.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,370000,370000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,200000,200000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,72000,72000.0,Colombia,Mid-level,Full-time,Remote,Colombia,M
2023,Data Engineer,Data Engineering,USD,60000,60000.0,Colombia,Mid-level,Full-time,Remote,Colombia,M
2023,Data Scientist,Data Science and Research,USD,180000,180000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,94000,94000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,81900,81900.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,210000,210000.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,159090,159090.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,175000,175000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,118000,118000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,94400,94400.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,150000,150000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,90000,90000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,190000,190000.0,Canada,Mid-level,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,125000,125000.0,Canada,Mid-level,Full-time,Remote,Canada,M
2023,Data Engineer,Data Engineering,USD,130002,130002.0,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,71908,71908.0,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,60000,60000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167500,167500.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,106500,106500.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300.0,United States,Senior,Full-time,In-person,United States,L
2023,AI Scientist,Machine Learning and AI,AUD,121000,81838.0,Australia,Mid-level,Full-time,Remote,Australia,L
2023,Compliance Data Analyst,Data Analysis,USD,60000,60000.0,United States,Entry-level,Full-time,Remote,United States,L
2023,Data Engineer,Data Engineering,USD,185900,185900.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129300,129300.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,230000,230000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,175000,175000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,200000,200000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,170000,170000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,175000,175000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,255000,255000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,116990,116990.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,82920,82920.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,121000,121000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,78000,78000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,159000,159000.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,105000,105000.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,309400,309400.0,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,159100,159100.0,United States,Senior,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,155000,155000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,102000,102000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,374000,374000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,197500,197500.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,260000,260000.0,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,240000,240000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,187000,187000.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,20000,20000.0,Nigeria,Mid-level,Full-time,Remote,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,95000,95000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,70000,70000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,195000,195000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,119000,119000.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,216000,216000.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70000,70000.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,GBP,60000,73824.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,50000,61520.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Science Engineer,Data Science and Research,USD,266450,266450.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Engineer,Data Science and Research,USD,177700,177700.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,245000,245000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,247500,247500.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,172200,172200.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200.0,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Operations Specialist,Data Quality and Operations,USD,55720,55720.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Operations Specialist,Data Quality and Operations,USD,50700,50700.0,United States,Senior,Full-time,Remote,United States,M
2021,Business Data Analyst,Data Analysis,USD,56000,56000.0,Ghana,Mid-level,Part-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,370000,370000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,200000,200000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,196000,196000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,121000,121000.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Architect,Data Architecture and Modeling,USD,135000,135000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,115000,115000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Software Engineer,Machine Learning and AI,USD,302000,302000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Software Engineer,Machine Learning and AI,USD,189000,189000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,65000,65000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,55000,55000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,170000,170000.0,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,USD,110000,110000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000.0,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,150000,150000.0,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,93000,93000.0,United States,Senior,Full-time,Remote,United States,M
2022,Data Science Manager,Data Science and Research,USD,190000,190000.0,United States,Senior,Full-time,Remote,United States,L
2023,Data Engineer,Data Engineering,PLN,200000,46565.0,Poland,Senior,Full-time,Remote,Poland,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200.0,United States,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,204500,204500.0,United States,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,126400,126400.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,216000,216000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,184000,184000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,139600,139600.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85700,85700.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,100000,100000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,128750,128750.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,79350,79350.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,GBP,60000,73824.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Manager,Leadership and Management,GBP,55000,67672.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,185900,185900.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,174000,174000.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,134000,134000.0,United States,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,155000,155000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,125000,125000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,194400,194400.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,132192,132192.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,273400,273400.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,182200,182200.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,165000,165000.0,Australia,Mid-level,Full-time,In-person,Australia,M
2023,Data Analyst,Data Analysis,USD,142500,142500.0,Australia,Mid-level,Full-time,In-person,Australia,M
2023,Data Scientist,Data Science and Research,USD,213654,213654.0,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,142436,142436.0,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,124230,124230.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,68637,68637.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,204000,204000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,161500,161500.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200.0,United States,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,185900,185900.0,United States,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,129300,129300.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,200000,200000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,100000,100000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,260000,260000.0,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,175000,175000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,148750,148750.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,226600,226600.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140100,140100.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,135000,135000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,95000,95000.0,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,USD,287700,287700.0,United States,Senior,Full-time,In-person,United States,L
2023,ML Engineer,Machine Learning and AI,USD,148000,148000.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,227240,227240.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,197600,197600.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,161000,161000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,221000,221000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,178500,178500.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,180000,180000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,146100,146100.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Analytics Engineer,Leadership and Management,USD,112400,112400.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,GBP,70000,86128.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Architect,Data Architecture and Modeling,GBP,65000,79976.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,331640,331640.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,267720,267720.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,285000,285000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,205000,205000.0,United States,Senior,Full-time,In-person,United States,M
2023,Computer Vision Engineer,Machine Learning and AI,USD,90000,90000.0,India,Entry-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,120350,120350.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,74400,74400.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,146000,146000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,94000,94000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,237400,237400.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,158200,158200.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,225000,225000.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,156400,156400.0,United States,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,192000,192000.0,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,USD,164000,164000.0,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,141000,141000.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,260000,260000.0,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,309400,309400.0,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,159100,159100.0,United States,Senior,Full-time,In-person,United States,L
2023,Analytics Engineer,Leadership and Management,USD,267000,267000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,205000,205000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,147100,147100.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,90700,90700.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,115000,115000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,72000,72000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,169000,169000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110600,110600.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,GBP,55000,67672.0,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,55000,67672.0,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,165000,165000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,141000,141000.0,United States,Senior,Full-time,In-person,United States,M
