work_year,job_title,job_category,currency,salary,salary_dollar_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_euro,cost_of_living_index,salary_adjusted_coli
2023,Data Scientist,Data Science and Research,USD,187000,187000,United States,Senior,Full-time,Remote,United States,M,172040.0,100.0,187000.0
2023,Data Scientist,Data Science and Research,USD,128000,128000,United States,Senior,Full-time,Remote,United States,M,117760.0,100.0,128000.0
2023,Data Analyst,Data Analysis,USD,138000,138000,United States,Senior,Full-time,In-person,United States,M,126960.0,100.0,138000.0
2023,Data Analyst,Data Analysis,USD,92000,92000,United States,Senior,Full-time,In-person,United States,M,84640.0,100.0,92000.0
2023,Data Engineer,Data Engineering,USD,200000,200000,United States,Executive,Full-time,In-person,United States,M,184000.0,100.0,200000.0
2023,Data Architect,Data Architecture and Modeling,USD,138000,138000,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,126960.0,82.7,166868.2
2023,Data Architect,Data Architecture and Modeling,USD,92000,92000,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,84640.0,82.7,111245.47
2023,Data Scientist,Data Science and Research,USD,120000,120000,United States,Senior,Full-time,Remote,United States,M,110400.0,100.0,120000.0
2023,Business Intelligence Engineer,BI and Visualization,USD,241300,241300,United States,Senior,Full-time,In-person,United States,L,221996.0,100.0,241300.0
2023,Business Intelligence Engineer,BI and Visualization,USD,124100,124100,United States,Senior,Full-time,In-person,United States,L,114172.0,100.0,124100.0
2023,Data Science Manager,Data Science and Research,USD,185000,185000,United States,Senior,Full-time,Remote,United States,M,170200.0,100.0,185000.0
2023,Data Science Manager,Data Science and Research,USD,152000,152000,United States,Senior,Full-time,Remote,United States,M,139840.0,100.0,152000.0
2023,Data Engineer,Data Engineering,USD,288000,288000,United States,Senior,Full-time,Remote,United States,M,264960.0,100.0,288000.0
2023,Data Engineer,Data Engineering,EUR,100000,107968,Germany,Senior,Full-time,Remote,Germany,M,99330.56,78.5,137538.85
2023,Data Engineer,Data Engineering,EUR,83913,90599,Germany,Senior,Full-time,Remote,Germany,M,83351.08,78.5,115412.74
2023,Data Scientist,Data Science and Research,USD,189750,189750,United States,Senior,Full-time,In-person,United States,M,174570.0,100.0,189750.0
2023,Data Scientist,Data Science and Research,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M,133400.0,100.0,145000.0
2023,Data Engineer,Data Engineering,USD,252000,252000,United States,Senior,Full-time,Remote,United States,M,231840.0,100.0,252000.0
2023,Data Scientist,Data Science and Research,CAD,111024,82254,Canada,Mid-level,Full-time,Remote,Canada,L,75673.68,79.3,103725.09
2023,Data Scientist,Data Science and Research,CAD,83280,61699,Canada,Mid-level,Full-time,Remote,Canada,L,56763.08,79.3,77804.54
2023,Business Intelligence Engineer,BI and Visualization,USD,247500,247500,United States,Executive,Full-time,In-person,United States,M,227700.0,100.0,247500.0
2023,Business Intelligence Engineer,BI and Visualization,USD,172200,172200,United States,Executive,Full-time,In-person,United States,M,158424.0,100.0,172200.0
2023,Business Intelligence Analyst,BI and Visualization,USD,87500,87500,United States,Mid-level,Full-time,Remote,United States,M,80500.0,100.0,87500.0
2023,Business Intelligence Analyst,BI and Visualization,USD,62500,62500,United States,Mid-level,Full-time,Remote,United States,M,57500.0,100.0,62500.0
2023,Analytics Engineer,Leadership and Management,USD,146000,146000,Canada,Senior,Full-time,Remote,Canada,M,134320.0,79.3,184110.97
2023,Analytics Engineer,Leadership and Management,USD,108000,108000,Canada,Senior,Full-time,Remote,Canada,M,99360.0,79.3,136191.68
2023,Research Engineer,Data Science and Research,USD,273000,273000,United States,Senior,Full-time,In-person,United States,M,251160.0,100.0,273000.0
2023,Research Engineer,Data Science and Research,USD,166500,166500,United States,Senior,Full-time,In-person,United States,M,153180.0,100.0,166500.0
2023,Research Analyst,Data Science and Research,USD,65000,65000,United States,Entry-level,Full-time,In-person,United States,M,59800.0,100.0,65000.0
2023,Research Analyst,Data Science and Research,USD,45000,45000,United States,Entry-level,Full-time,In-person,United States,M,41400.0,100.0,45000.0
2023,Data Scientist,Data Science and Research,USD,174000,174000,United States,Senior,Full-time,In-person,United States,M,160080.0,100.0,174000.0
2023,Data Scientist,Data Science and Research,USD,189750,189750,Canada,Senior,Full-time,Remote,Canada,M,174570.0,79.3,239281.21
2023,Data Scientist,Data Science and Research,USD,119213,119213,Canada,Senior,Full-time,Remote,Canada,M,109675.96,79.3,150331.65
2023,Analytics Engineer,Leadership and Management,USD,190000,190000,Canada,Senior,Full-time,Remote,Canada,M,174800.0,79.3,239596.47
2023,Analytics Engineer,Leadership and Management,USD,140000,140000,Canada,Senior,Full-time,Remote,Canada,M,128800.0,79.3,176544.77
2023,Machine Learning Engineer,Machine Learning and AI,USD,228830,228830,United States,Senior,Full-time,In-person,United States,M,210523.6,100.0,228830.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,148590,148590,United States,Senior,Full-time,In-person,United States,M,136702.8,100.0,148590.0
2023,AI Developer,Machine Learning and AI,USD,140000,140000,United States,Mid-level,Full-time,Remote,United States,S,128800.0,100.0,140000.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,180514,180514,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,166072.88,82.7,218275.7
2023,Machine Learning Scientist,Machine Learning and AI,USD,108308,108308,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,99643.36,82.7,130964.93
2023,Machine Learning Scientist,Machine Learning and AI,USD,220000,220000,United States,Senior,Full-time,In-person,United States,M,202400.0,100.0,220000.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M,156400.0,100.0,170000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,169000,169000,United States,Senior,Full-time,In-person,United States,M,155480.0,100.0,169000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,110600,110600,United States,Senior,Full-time,In-person,United States,M,101752.0,100.0,110600.0
2023,Data Engineer,Data Engineering,EUR,72000,77737,Spain,Senior,Full-time,Remote,Spain,M,71518.04,62.8,123785.03
2023,Data Engineer,Data Engineering,EUR,59565,64311,Spain,Senior,Full-time,Remote,Spain,M,59166.12,62.8,102406.05
2023,Data Engineer,Data Engineering,USD,78000,78000,United States,Senior,Full-time,In-person,United States,M,71760.0,100.0,78000.0
2023,Data Engineer,Data Engineering,EUR,70000,75577,Italy,Senior,Full-time,Remote,Italy,M,69530.84,68.4,110492.69
2023,Data Engineer,Data Engineering,EUR,57826,62433,Italy,Senior,Full-time,Remote,Italy,M,57438.36,68.4,91276.32
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,United States,Senior,Full-time,Remote,United States,M,188140.0,100.0,204500.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,United States,Senior,Full-time,Remote,United States,M,130824.0,100.0,142200.0
2023,Power BI Developer,BI and Visualization,EUR,60000,64781,Poland,Mid-level,Full-time,Remote,Denmark,L,59598.52,93.1,69582.17
2023,Data Analyst,Data Analysis,USD,94000,94000,United States,Senior,Full-time,In-person,United States,M,86480.0,100.0,94000.0
2023,Data Analyst,Data Analysis,USD,81900,81900,United States,Senior,Full-time,In-person,United States,M,75348.0,100.0,81900.0
2023,Data Engineer,Data Engineering,USD,199000,199000,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,183080.0,82.7,240628.78
2023,Data Engineer,Data Engineering,USD,162000,162000,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,149040.0,82.7,195888.75
2023,Data Analyst,Data Analysis,GBP,55000,67672,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,62258.24,82.7,81828.3
2023,Data Engineer,Data Engineering,USD,208000,208000,United States,Senior,Full-time,Remote,United States,M,191360.0,100.0,208000.0
2023,Data Engineer,Data Engineering,USD,109500,109500,United States,Senior,Full-time,Remote,United States,M,100740.0,100.0,109500.0
2023,Data Operations Engineer,Data Quality and Operations,USD,240000,240000,United States,Senior,Full-time,In-person,United States,M,220800.0,100.0,240000.0
2023,Data Operations Engineer,Data Quality and Operations,USD,238530,238530,United States,Senior,Full-time,In-person,United States,M,219447.6,100.0,238530.0
2023,Data Quality Analyst,Data Quality and Operations,USD,95000,95000,United States,Senior,Full-time,In-person,United States,M,87400.0,100.0,95000.0
2023,Data Quality Analyst,Data Quality and Operations,USD,82000,82000,United States,Senior,Full-time,In-person,United States,M,75440.0,100.0,82000.0
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Executive,Full-time,In-person,United States,M,73600.0,100.0,80000.0
2023,Data Analyst,Data Analysis,USD,70000,70000,United States,Executive,Full-time,In-person,United States,M,64400.0,100.0,70000.0
2023,Data Scientist,Data Science and Research,USD,154700,154700,United States,Senior,Full-time,In-person,United States,M,142324.0,100.0,154700.0
2023,Data Scientist,Data Science and Research,USD,118900,118900,United States,Senior,Full-time,In-person,United States,M,109388.0,100.0,118900.0
2023,Data Engineer,Data Engineering,USD,232960,232960,United States,Senior,Full-time,In-person,United States,M,214323.2,100.0,232960.0
2023,Data Engineer,Data Engineering,USD,166400,166400,United States,Senior,Full-time,In-person,United States,M,153088.0,100.0,166400.0
2023,Data Scientist,Data Science and Research,USD,156000,156000,United States,Mid-level,Full-time,In-person,United States,M,143520.0,100.0,156000.0
2023,Data Scientist,Data Science and Research,USD,105000,105000,United States,Mid-level,Full-time,In-person,United States,M,96600.0,100.0,105000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,193000,193000,Canada,Senior,Full-time,Remote,Canada,M,177560.0,79.3,243379.57
2023,Machine Learning Engineer,Machine Learning and AI,USD,143000,143000,Canada,Senior,Full-time,Remote,Canada,M,131560.0,79.3,180327.87
2023,Data Analyst,Data Analysis,USD,138860,138860,United States,Senior,Full-time,In-person,United States,M,127751.2,100.0,138860.0
2023,Data Analyst,Data Analysis,USD,119610,119610,United States,Senior,Full-time,In-person,United States,M,110041.2,100.0,119610.0
2023,Data Scientist,Data Science and Research,USD,205485,205485,United States,Senior,Full-time,In-person,United States,M,189046.2,100.0,205485.0
2023,Data Scientist,Data Science and Research,USD,156560,156560,United States,Senior,Full-time,In-person,United States,M,144035.2,100.0,156560.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,210600,210600,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,193752.0,82.7,254655.38
2023,Machine Learning Engineer,Machine Learning and AI,USD,135000,135000,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,124200.0,82.7,163240.63
2023,Analytics Engineer,Leadership and Management,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M,156400.0,100.0,170000.0
2023,Data Engineer,Data Engineering,USD,105000,105000,United States,Mid-level,Full-time,In-person,United States,M,96600.0,100.0,105000.0
2023,Data Scientist,Data Science and Research,USD,135000,135000,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,124200.0,82.7,163240.63
2023,Data Scientist,Data Science and Research,USD,100000,100000,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,92000.0,82.7,120918.98
2023,Data Analyst,Data Analysis,USD,100000,100000,United States,Mid-level,Full-time,Remote,United States,M,92000.0,100.0,100000.0
2023,Data Science Consultant,Data Science and Research,GBP,57000,70132,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,64521.44,82.7,84802.9
2023,Data Science Consultant,Data Science and Research,GBP,42000,51676,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,47541.92,82.7,62486.09
2023,Data Scientist,Data Science and Research,GBP,75000,92280,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,84897.6,82.7,111584.04
2023,Data Scientist,Data Science and Research,GBP,65000,79976,United Kingdom,Senior,Full-time,Remote,United Kingdom,M,73577.92,82.7,96706.17
2022,Business Intelligence Developer,BI and Visualization,USD,15000,15000,Ghana,Mid-level,Full-time,Remote,Ghana,M,13800.0,33.1,45317.22
2023,Applied Data Scientist,Data Science and Research,EUR,60000,64781,Germany,Senior,Full-time,In-person,Germany,L,59598.52,78.5,82523.57
2023,Data Analyst,Data Analysis,USD,144100,144100,United States,Senior,Full-time,Remote,United States,M,132572.0,100.0,144100.0
2023,Data Analyst,Data Analysis,USD,89100,89100,United States,Senior,Full-time,Remote,United States,M,81972.0,100.0,89100.0
2023,Research Engineer,Data Science and Research,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M,128800.0,100.0,140000.0
2023,Research Engineer,Data Science and Research,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M,92000.0,100.0,100000.0
2023,Data Engineer,Data Engineering,USD,193600,193600,United States,Senior,Full-time,In-person,United States,M,178112.0,100.0,193600.0
2023,Data Engineer,Data Engineering,USD,119700,119700,United States,Senior,Full-time,In-person,United States,M,110124.0,100.0,119700.0
2023,Data Analyst,Data Analysis,USD,94000,94000,United States,Senior,Full-time,Remote,United States,M,86480.0,100.0,94000.0
2023,Data Analyst,Data Analysis,USD,81900,81900,United States,Senior,Full-time,Remote,United States,M,75348.0,100.0,81900.0
2023,Head of Data Science,Data Science and Research,EUR,122000,131721,Netherlands,Executive,Full-time,Hybrid,Netherlands,L,121183.32,82.6,159468.52
2023,ML Engineer,Machine Learning and AI,USD,180000,180000,United States,Mid-level,Full-time,In-person,United States,M,165600.0,100.0,180000.0
2023,ML Engineer,Machine Learning and AI,USD,120000,120000,United States,Mid-level,Full-time,In-person,United States,M,110400.0,100.0,120000.0
2023,Data Engineer,Data Engineering,USD,242000,242000,Canada,Senior,Full-time,In-person,Canada,M,222640.0,79.3,305170.24
2023,Data Engineer,Data Engineering,USD,134000,134000,Canada,Senior,Full-time,In-person,Canada,M,123280.0,79.3,168978.56
2023,Data Strategist,Data Architecture and Modeling,USD,104000,104000,United States,Senior,Full-time,In-person,United States,M,95680.0,100.0,104000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,258800,258800,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,238096.0,82.7,312938.33
2023,Machine Learning Engineer,Machine Learning and AI,USD,199200,199200,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,183264.0,82.7,240870.62
2023,Data Scientist,Data Science and Research,USD,201000,201000,United States,Senior,Full-time,In-person,United States,M,184920.0,100.0,201000.0
2023,Research Engineer,Data Science and Research,USD,141100,141100,United States,Senior,Full-time,In-person,United States,M,129812.0,100.0,141100.0
2023,Research Engineer,Data Science and Research,USD,94100,94100,United States,Senior,Full-time,In-person,United States,M,86572.0,100.0,94100.0
2023,Data Scientist,Data Science and Research,USD,126000,126000,United States,Senior,Full-time,In-person,United States,M,115920.0,100.0,126000.0
2023,Data Scientist,Data Science and Research,USD,170000,170000,United States,Senior,Full-time,Remote,United States,M,156400.0,100.0,170000.0
2023,Data Engineer,Data Engineering,GBP,85000,104584,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,96217.28,82.7,126461.91
2023,Analytics Engineer,Leadership and Management,USD,208500,208500,United States,Senior,Full-time,In-person,United States,M,191820.0,100.0,208500.0
2023,Analytics Engineer,Leadership and Management,USD,165000,165000,United States,Senior,Full-time,In-person,United States,M,151800.0,100.0,165000.0
2023,Data Engineer,Data Engineering,EUR,72000,77737,Germany,Senior,Full-time,Hybrid,Germany,L,71518.04,78.5,99028.03
2023,Data Engineer,Data Engineering,EUR,80000,86374,Germany,Senior,Full-time,Remote,Sweden,L,79464.08,86.8,99509.22
2023,Business Intelligence Developer,BI and Visualization,USD,169000,169000,United States,Senior,Full-time,In-person,United States,M,155480.0,100.0,169000.0
2023,Business Intelligence Developer,BI and Visualization,USD,110600,110600,United States,Senior,Full-time,In-person,United States,M,101752.0,100.0,110600.0
2023,BI Analyst,BI and Visualization,USD,130800,130800,United States,Senior,Full-time,Remote,United States,M,120336.0,100.0,130800.0
2023,BI Analyst,BI and Visualization,USD,87200,87200,United States,Senior,Full-time,Remote,United States,M,80224.0,100.0,87200.0
2023,Data Engineer,Data Engineering,USD,215000,215000,United States,Senior,Full-time,Remote,United States,M,197800.0,100.0,215000.0
2023,Data Scientist,Data Science and Research,GBP,50000,61520,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,56598.4,82.7,74389.36
2023,Data Scientist,Data Science and Research,GBP,40000,49216,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,45278.72,82.7,59511.49
2023,ML Engineer,Machine Learning and AI,USD,238000,238000,United States,Senior,Full-time,Remote,United States,M,218960.0,100.0,238000.0
2023,ML Engineer,Machine Learning and AI,USD,173000,173000,United States,Senior,Full-time,Remote,United States,M,159160.0,100.0,173000.0
2023,Data Engineer,Data Engineering,USD,205785,205785,United Kingdom,Executive,Full-time,Remote,United Kingdom,M,189322.2,82.7,248833.13
2023,Data Engineer,Data Engineering,USD,123471,123471,United Kingdom,Executive,Full-time,Remote,United Kingdom,M,113593.32,82.7,149299.88
2023,Data Science Manager,Data Science and Research,USD,299500,299500,United States,Senior,Full-time,In-person,United States,M,275540.0,100.0,299500.0
2023,Data Science Manager,Data Science and Research,USD,245100,245100,United States,Senior,Full-time,In-person,United States,M,225492.0,100.0,245100.0
2023,AI Programmer,Machine Learning and AI,USD,40000,40000,South Korea,Entry-level,Full-time,In-person,South Korea,S,36800.0,70.1,57061.34
2023,Data Scientist,Data Science and Research,EUR,66000,71259,Spain,Senior,Full-time,Remote,Spain,M,65558.28,62.8,113469.75
2023,ML Engineer,Machine Learning and AI,USD,290000,290000,United States,Senior,Full-time,Remote,United States,M,266800.0,100.0,290000.0
2023,ML Engineer,Machine Learning and AI,USD,226000,226000,United States,Senior,Full-time,Remote,United States,M,207920.0,100.0,226000.0
2023,Data Scientist,Data Science and Research,USD,161000,161000,United States,Senior,Full-time,Remote,United States,M,148120.0,100.0,161000.0
2023,Data Scientist,Data Science and Research,USD,151000,151000,United States,Senior,Full-time,Remote,United States,M,138920.0,100.0,151000.0
2023,Data Analyst,Data Analysis,EUR,49200,53120,Estonia,Senior,Full-time,In-person,Estonia,M,48870.4,63.4,83785.49
2023,Data Analyst,Data Analysis,EUR,36000,38868,Estonia,Senior,Full-time,In-person,Estonia,M,35758.56,63.4,61305.99
2023,Data Engineer,Data Engineering,USD,136994,136994,United States,Senior,Full-time,Remote,United States,M,126034.48,100.0,136994.0
2023,Data Scientist,Data Science and Research,USD,214500,214500,United States,Senior,Full-time,In-person,United States,M,197340.0,100.0,214500.0
2023,Analytics Engineer,Leadership and Management,USD,120000,120000,United States,Senior,Full-time,Remote,United States,M,110400.0,100.0,120000.0
2023,Data Engineer,Data Engineering,USD,278300,278300,United States,Senior,Full-time,In-person,United States,M,256036.0,100.0,278300.0
2023,Data Engineer,Data Engineering,USD,205700,205700,United States,Senior,Full-time,In-person,United States,M,189244.0,100.0,205700.0
2023,Applied Scientist,Data Science and Research,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M,171028.0,100.0,185900.0
2023,Applied Scientist,Data Science and Research,USD,167310,167310,United States,Senior,Full-time,In-person,United States,M,153925.2,100.0,167310.0
2023,Data Engineer,Data Engineering,USD,114000,114000,United States,Mid-level,Full-time,Remote,United States,M,104880.0,100.0,114000.0
2023,Data Engineer,Data Engineering,USD,194000,194000,United States,Senior,Full-time,In-person,United States,M,178480.0,100.0,194000.0
2023,Data Engineer,Data Engineering,USD,161000,161000,United States,Senior,Full-time,In-person,United States,M,148120.0,100.0,161000.0
2023,Research Engineer,Data Science and Research,EUR,30000,32390,France,Entry-level,Full-time,In-person,France,M,29798.8,79.8,40588.97
2023,Machine Learning Engineer,Machine Learning and AI,USD,184950,184950,United States,Senior,Full-time,In-person,United States,M,170154.0,100.0,184950.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,119250,119250,United States,Senior,Full-time,In-person,United States,M,109710.0,100.0,119250.0
2023,Data Engineer,Data Engineering,USD,178500,178500,United States,Senior,Full-time,Remote,United States,M,164220.0,100.0,178500.0
2023,Data Engineer,Data Engineering,USD,136000,136000,United States,Senior,Full-time,Remote,United States,M,125120.0,100.0,136000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,189000,189000,United States,Senior,Full-time,Remote,United States,M,173880.0,100.0,189000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,159090,159090,United States,Senior,Full-time,Remote,United States,M,146362.8,100.0,159090.0
2023,Data Engineer,Data Engineering,USD,82000,82000,United States,Mid-level,Full-time,In-person,United States,M,75440.0,100.0,82000.0
2023,Data Engineer,Data Engineering,USD,149076,149076,United States,Senior,Full-time,Remote,United States,M,137149.92,100.0,149076.0
2023,Data Engineer,Data Engineering,USD,82365,82365,United States,Senior,Full-time,Remote,United States,M,75775.8,100.0,82365.0
2023,Data Engineer,Data Engineering,USD,194595,194595,United States,Senior,Full-time,In-person,United States,M,179027.4,100.0,194595.0
2023,Data Engineer,Data Engineering,USD,158000,158000,United States,Senior,Full-time,In-person,United States,M,145360.0,100.0,158000.0
2023,ML Engineer,Machine Learning and AI,USD,305000,305000,United States,Senior,Full-time,In-person,United States,M,280600.0,100.0,305000.0
2023,ML Engineer,Machine Learning and AI,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M,225400.0,100.0,245000.0
2023,Data Scientist,Data Science and Research,USD,205485,205485,United States,Senior,Full-time,Remote,United States,M,189046.2,100.0,205485.0
2023,Data Scientist,Data Science and Research,USD,156560,156560,United States,Senior,Full-time,Remote,United States,M,144035.2,100.0,156560.0
2023,Data Analyst,Data Analysis,USD,168000,168000,United States,Senior,Full-time,Remote,United States,L,154560.0,100.0,168000.0
2023,Data Analyst,Data Analysis,USD,78400,78400,United States,Senior,Full-time,Remote,United States,L,72128.0,100.0,78400.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,175000,175000,United States,Senior,Full-time,In-person,United States,M,161000.0,100.0,175000.0
2023,Data Engineer,Data Engineering,USD,130002,130002,United States,Executive,Full-time,Remote,United States,M,119601.84,100.0,130002.0
2023,Data Engineer,Data Engineering,USD,71908,71908,United States,Executive,Full-time,Remote,United States,M,66155.36,100.0,71908.0
2023,Data Analyst,Data Analysis,USD,212000,212000,United States,Senior,Full-time,In-person,United States,M,195040.0,100.0,212000.0
2023,Data Analyst,Data Analysis,USD,132000,132000,United States,Senior,Full-time,In-person,United States,M,121440.0,100.0,132000.0
2023,Data Analyst,Data Analysis,USD,177000,177000,United States,Mid-level,Full-time,In-person,United States,M,162840.0,100.0,177000.0
2023,Data Analyst,Data Analysis,USD,148000,148000,United States,Senior,Full-time,In-person,United States,M,136160.0,100.0,148000.0
2023,Applied Scientist,Data Science and Research,USD,248100,248100,United States,Senior,Full-time,In-person,United States,M,228252.0,100.0,248100.0
2023,Applied Scientist,Data Science and Research,USD,145900,145900,United States,Senior,Full-time,In-person,United States,M,134228.0,100.0,145900.0
2023,Data Lead,Leadership and Management,USD,155000,155000,United States,Senior,Full-time,In-person,United States,M,142600.0,100.0,155000.0
2023,Data Lead,Leadership and Management,USD,38000,38000,United States,Senior,Full-time,In-person,United States,M,34960.0,100.0,38000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,218000,218000,United States,Senior,Full-time,Remote,United States,M,200560.0,100.0,218000.0
2023,Analytics Engineer,Leadership and Management,USD,235400,235400,United States,Senior,Full-time,Remote,United States,M,216568.0,100.0,235400.0
2023,Analytics Engineer,Leadership and Management,USD,108320,108320,United States,Senior,Full-time,Remote,United States,M,99654.4,100.0,108320.0
2023,Data Engineer,Data Engineering,USD,152375,152375,United States,Senior,Full-time,In-person,United States,M,140185.0,100.0,152375.0
2023,Data Analyst,Data Analysis,USD,115934,115934,United States,Senior,Full-time,Remote,United States,M,106659.28,100.0,115934.0
2023,Data Analyst,Data Analysis,USD,81666,81666,United States,Senior,Full-time,Remote,United States,M,75132.72,100.0,81666.0
2023,Data Analyst,Data Analysis,USD,79000,79000,United States,Mid-level,Full-time,In-person,United States,M,72680.0,100.0,79000.0
2023,Research Scientist,Data Science and Research,USD,273400,273400,United States,Senior,Full-time,In-person,United States,M,251528.0,100.0,273400.0
2023,Research Scientist,Data Science and Research,USD,182200,182200,United States,Senior,Full-time,In-person,United States,M,167624.0,100.0,182200.0
2023,Data Analyst,Data Analysis,USD,160000,160000,United States,Mid-level,Full-time,In-person,United States,M,147200.0,100.0,160000.0
2023,Data Analyst,Data Analysis,USD,112000,112000,United States,Mid-level,Full-time,In-person,United States,M,103040.0,100.0,112000.0
2023,Data Scientist,Data Science and Research,USD,285000,285000,United States,Senior,Full-time,Remote,United States,M,262200.0,100.0,285000.0
2023,Data Scientist,Data Science and Research,USD,154000,154000,United States,Senior,Full-time,Remote,United States,M,141680.0,100.0,154000.0
2023,Applied Scientist,Data Science and Research,USD,220000,220000,United States,Senior,Full-time,In-person,United States,M,202400.0,100.0,220000.0
2023,Applied Scientist,Data Science and Research,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M,156400.0,100.0,170000.0
2023,Data Engineer,Data Engineering,USD,200000,200000,United States,Mid-level,Full-time,Remote,United States,M,184000.0,100.0,200000.0
2023,Applied Scientist,Data Science and Research,USD,250000,250000,United States,Mid-level,Full-time,In-person,United States,M,230000.0,100.0,250000.0
2023,Applied Scientist,Data Science and Research,USD,125000,125000,United States,Mid-level,Full-time,In-person,United States,M,115000.0,100.0,125000.0
2023,Research Scientist,Data Science and Research,USD,275000,275000,United States,Mid-level,Full-time,In-person,United States,M,253000.0,100.0,275000.0
2023,Research Scientist,Data Science and Research,USD,200000,200000,United States,Mid-level,Full-time,In-person,United States,M,184000.0,100.0,200000.0
2023,Data Scientist,Data Science and Research,USD,177000,177000,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,162840.0,82.7,214026.6
2023,Data Scientist,Data Science and Research,USD,136000,136000,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,125120.0,82.7,164449.82
2023,Data Analyst,Data Analysis,USD,122720,122720,United States,Senior,Full-time,In-person,United States,M,112902.4,100.0,122720.0
2023,Data Engineer,Data Engineering,USD,231500,231500,United States,Senior,Full-time,In-person,United States,M,212980.0,100.0,231500.0
2023,Data Engineer,Data Engineering,USD,118000,118000,United States,Senior,Full-time,In-person,United States,M,108560.0,100.0,118000.0
2023,Data Scientist,Data Science and Research,USD,299500,299500,United States,Executive,Full-time,Remote,United States,M,275540.0,100.0,299500.0
2023,Data Scientist,Data Science and Research,USD,249600,249600,United States,Executive,Full-time,Remote,United States,M,229632.0,100.0,249600.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,297000,297000,United States,Senior,Full-time,In-person,United States,M,273240.0,100.0,297000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,138000,138000,United States,Senior,Full-time,In-person,United States,M,126960.0,100.0,138000.0
2023,Data Scientist,Data Science and Research,USD,267100,267100,United States,Senior,Full-time,Remote,United States,M,245732.0,100.0,267100.0
2023,Data Scientist,Data Science and Research,USD,167200,167200,United States,Senior,Full-time,Remote,United States,M,153824.0,100.0,167200.0
2023,Data Architect,Data Architecture and Modeling,USD,188500,188500,United States,Senior,Full-time,Remote,United States,M,173420.0,100.0,188500.0
2023,Data Architect,Data Architecture and Modeling,USD,117000,117000,United States,Senior,Full-time,Remote,United States,M,107640.0,100.0,117000.0
2023,Data Scientist,Data Science and Research,USD,150931,150931,United States,Senior,Full-time,In-person,United States,M,138856.52,100.0,150931.0
2023,Data Scientist,Data Science and Research,USD,143250,143250,United States,Senior,Full-time,In-person,United States,M,131790.0,100.0,143250.0
2023,Data Engineer,Data Engineering,USD,231000,231000,United States,Senior,Full-time,Remote,United States,M,212520.0,100.0,231000.0
2023,Data Engineer,Data Engineering,USD,157250,157250,United States,Senior,Full-time,Remote,United States,M,144670.0,100.0,157250.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,240000,240000,United States,Senior,Full-time,Remote,United States,M,220800.0,100.0,240000.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,157250,157250,United States,Senior,Full-time,Remote,United States,M,144670.0,100.0,157250.0
